topicid,title,year
214,ACM SIGARCH Computer Architecture News,1976
214,ACM SIGCOMM Computer Communication Review,1983
214,ACM Transactions on Computer Systems,1983
214,ACM SIGARCH Computer Architecture News,1984
214,ACM SIGCOMM Computer Communication Review,1984
214,ACM SIGMETRICS Performance Evaluation Review,1984
214,ACM SIGCOMM Computer Communication Review,1985
214,ACM SIGARCH Computer Architecture News,1986
214,ACM SIGCOMM Computer Communication Review,1986
214,ACM SIGCOMM Computer Communication Review,1987
214,ACM SIGCOMM Computer Communication Review,1988
214,ACM SIGCOMM Computer Communication Review,1989
214,ACM SIGOPS Operating Systems Review,1989
214,ACM SIGCOMM Computer Communication Review,1990
214,ACM SIGARCH Computer Architecture News,1991
214,ACM SIGCOMM Computer Communication Review,1991
214,ACM SIGPLAN OOPS Messenger,1991
214,ACM SIGCOMM Computer Communication Review,1992
214,ACM SIGCOMM Computer Communication Review,1993
214,ACM SIGSAC Review,1993
214,IEEE/ACM Transactions on Networking,1993
214,ACM SIGCOMM Computer Communication Review,1994
214,ACM SIGMETRICS Performance Evaluation Review,1994
214,ACM SIGMOD Record,1994
214,IEEE/ACM Transactions on Networking,1994
214,ACM SIGCOMM Computer Communication Review,1995
214,Communications of the ACM,1995
214,IEEE/ACM Transactions on Networking,1995
214,ACM SIGCOMM Computer Communication Review,1996
214,ACM SIGSIM Simulation Digest,1996
214,IEEE/ACM Transactions on Networking,1996
214,interactions,1996
214,ACM SIGCAS Computers and Society,1997
214,ACM SIGCOMM Computer Communication Review,1997
214,ACM SIGMETRICS Performance Evaluation Review,1997
214,Communications of the ACM,1997
214,IEEE/ACM Transactions on Networking,1997
214,ACM Computing Surveys,1998
214,ACM SIGCOMM Computer Communication Review,1998
214,ACM SIGSIM Simulation Digest,1998
214,ACM Transactions on Computer Systems,1998
214,IEEE/ACM Transactions on Networking,1998
214,ACM Computing Surveys,1999
214,ACM SIGMOBILE Mobile Computing and Communications Review,1999
214,IEEE/ACM Transactions on Networking,1999
214,ACM SIGCOMM Computer Communication Review,2000
214,ACM SIGCSE Bulletin,2000
214,ACM SIGMETRICS Performance Evaluation Review,2000
214,ACM SIGMOBILE Mobile Computing and Communications Review,2000
214,Communications of the ACM,2000
214,Crossroads,2000
214,IEEE/ACM Transactions on Networking,2000
214,ACM SIGCOMM Computer Communication Review,2001
214,ACM SIGMOBILE Mobile Computing and Communications Review,2001
214,ACM SIGOPS Operating Systems Review,2001
214,IEEE/ACM Transactions on Networking,2001
214,ACM SIGARCH Computer Architecture News,2002
214,ACM SIGCOMM Computer Communication Review,2002
214,ACM SIGMOBILE Mobile Computing and Communications Review,2002
214,Communications of the ACM,2002
214,IEEE/ACM Transactions on Networking,2002
214,ACM SIGCOMM Computer Communication Review,2003
214,ACM SIGMETRICS Performance Evaluation Review,2003
214,ACM Transactions on Embedded Computing Systems,2003
214,Crossroads,2003
214,IEEE/ACM Transactions on Networking,2003
214,ACM SIGBED Review,2004
214,ACM SIGCOMM Computer Communication Review,2004
214,ACM SIGMETRICS Performance Evaluation Review,2004
214,IEEE/ACM Transactions on Networking,2004
214,Journal of the ACM,2004
214,ACM Computing Surveys,2005
214,ACM SIGARCH Computer Architecture News,2005
214,ACM SIGBED Review,2005
214,ACM SIGCOMM Computer Communication Review,2005
214,ACM SIGMETRICS Performance Evaluation Review,2005
214,ACM SIGMOBILE Mobile Computing and Communications Review,2005
214,ACM SIGOPS Operating Systems Review,2005
214,ACM Transactions on Embedded Computing Systems,2005
214,ACM Transactions on Sensor Networks,2005
214,Communications of the ACM,2005
214,Crossroads,2005
214,ACM SIGCOMM Computer Communication Review,2006
214,ACM SIGCSE Bulletin,2006
214,ACM SIGMETRICS Performance Evaluation Review,2006
214,ACM SIGMOBILE Mobile Computing and Communications Review,2006
214,ACM SIGOPS Operating Systems Review,2006
214,ACM Transactions on Autonomous and Adaptive Systems,2006
214,ACM Transactions on Sensor Networks,2006
214,ACM SIGBED Review,2007
214,ACM SIGCOMM Computer Communication Review,2007
214,ACM SIGMETRICS Performance Evaluation Review,2007
214,ACM SIGMOBILE Mobile Computing and Communications Review,2007
214,ACM Transactions on Embedded Computing Systems,2007
214,ACM Transactions on Sensor Networks,2007
214,IEEE/ACM Transactions on Networking,2007
214,Journal of Experimental Algorithmics,2007
214,interactions,2007
214,ACM SIGBED Review,2008
214,ACM SIGCOMM Computer Communication Review,2008
214,ACM SIGMETRICS Performance Evaluation Review,2008
214,ACM SIGMOBILE Mobile Computing and Communications Review,2008
214,ACM Transactions on Autonomous and Adaptive Systems,2008
214,ACM Transactions on Computer Systems,2008
214,"ACM Transactions on Multimedia Computing, Communications, and Applications",2008
214,ACM Transactions on Sensor Networks,2008
214,IEEE/ACM Transactions on Networking,2008
214,ACM SIGCOMM Computer Communication Review,2009
214,ACM SIGMETRICS Performance Evaluation Review,2009
214,ACM SIGMOBILE Mobile Computing and Communications Review,2009
214,ACM Transactions on Algorithms,2009
214,ACM Transactions on Autonomous and Adaptive Systems,2009
214,ACM Transactions on Sensor Networks,2009
214,IEEE/ACM Transactions on Networking,2009
214,Queue,2009
214,interactions,2009
214,ACM SIGCOMM Computer Communication Review,2010
214,ACM SIGMETRICS Performance Evaluation Review,2010
214,ACM SIGMOBILE Mobile Computing and Communications Review,2010
214,ACM Transactions on Autonomous and Adaptive Systems,2010
214,ACM Transactions on Sensor Networks,2010
214,IEEE/ACM Transactions on Networking,2010
214,ACM Computing Surveys,2011
214,ACM SIGACT News,2011
214,ACM SIGCOMM Computer Communication Review,2011
214,ACM SIGMETRICS Performance Evaluation Review,2011
214,ACM SIGSOFT Software Engineering Notes,2011
214,ACM Transactions on Autonomous and Adaptive Systems,2011
214,ACM Transactions on Sensor Networks,2011
214,IEEE/ACM Transactions on Networking,2011
220,ACM SIGARCH Computer Architecture News,0
220,ACM SIGCOMM Computer Communication Review,0
220,Queue,0
220,Ubiquity,0
220,eLearn,0
220,Journal of the ACM,1954
220,Journal of the ACM,1956
220,Journal of the ACM,1957
220,Journal of the ACM,1958
220,Communications of the ACM,1959
220,Journal of the ACM,1959
220,Communications of the ACM,1960
220,Journal of the ACM,1960
220,Communications of the ACM,1961
220,Communications of the ACM,1963
220,Communications of the ACM,1964
220,Communications of the ACM,1965
220,Communications of the ACM,1967
220,ACM Computing Surveys,1969
220,Communications of the ACM,1969
220,Communications of the ACM,1970
220,Journal of the ACM,1970
220,ACM SIGGRAPH Computer Graphics,1972
220,ACM SIGCSE Bulletin,1973
220,ACM Computing Surveys,1974
220,ACM SIGCSE Bulletin,1974
220,Communications of the ACM,1974
220,ACM Computing Surveys,1975
220,ACM SIGCSE Bulletin,1975
220,ACM SIGPLAN Notices,1975
220,Communications of the ACM,1975
220,Communications of the ACM,1976
220,ACM Computing Surveys,1977
220,ACM Computing Surveys,1978
220,Communications of the ACM,1978
220,ACM Computing Surveys,1979
220,ACM Transactions on Mathematical Software,1979
220,Communications of the ACM,1979
220,ACM Computing Surveys,1980
220,ACM Computing Surveys,1981
220,ACM SIGCOMM Computer Communication Review,1981
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1981
220,ACM SIGGRAPH Computer Graphics,1981
220,ACM SIGOA Newsletter,1981
220,ACM SIGPLAN Notices,1981
220,Communications of the ACM,1981
220,ACM Computing Surveys,1982
220,ACM SIGGRAPH Computer Graphics,1982
220,ACM SIGMETRICS Performance Evaluation Review,1982
220,Communications of the ACM,1982
220,ACM Computing Surveys,1983
220,ACM SIGCOMM Computer Communication Review,1983
220,ACM SIGCSE Bulletin,1983
220,ACM SIGDA Newsletter,1983
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1983
220,ACM SIGPLAN Notices,1983
220,ACM SIGSOFT Software Engineering Notes,1983
220,ACM Transactions on Programming Languages and Systems,1983
220,ACM Computing Surveys,1984
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1984
220,Communications of the ACM,1984
220,ACM SIGAPL APL Quote Quad,1985
220,ACM SIGCAS Computers and Society,1985
220,ACM SIGCHI Bulletin,1985
220,ACM SIGCSE Bulletin,1985
220,ACM SIGGRAPH Computer Graphics,1985
220,ACM SIGSMALL/PC Notes,1985
220,ACM SIGSOFT Software Engineering Notes,1985
220,Communications of the ACM,1985
220,ACM SIGARCH Computer Architecture News,1986
220,ACM SIGART Bulletin,1986
220,ACM SIGAda Ada Letters,1986
220,ACM SIGCAPH Computers and the Physically Handicapped,1986
220,ACM SIGCHI Bulletin,1986
220,ACM SIGCOMM Computer Communication Review,1986
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1986
220,ACM SIGPLAN Notices,1986
220,ACM SIGSMALL/PC Notes,1986
220,ACM SIGUCCS Newsletter,1986
220,Communications of the ACM,1986
220,ACM SIGARCH Computer Architecture News,1987
220,ACM SIGART Bulletin,1987
220,ACM SIGBIO Newsletter,1987
220,ACM SIGCHI Bulletin,1987
220,ACM SIGCOMM Computer Communication Review,1987
220,ACM SIGDA Newsletter,1987
220,ACM SIGGRAPH Computer Graphics,1987
220,ACM SIGMETRICS Performance Evaluation Review,1987
220,ACM SIGNUM Newsletter,1987
220,ACM SIGOIS Bulletin,1987
220,ACM SIGPLAN Notices,1987
220,ACM SIGSAC Review,1987
220,ACM SIGSMALL/PC Notes,1987
220,ACM SIGSOFT Software Engineering Notes,1987
220,Communications of the ACM,1987
220,ACM SIGARCH Computer Architecture News,1988
220,ACM SIGART Bulletin,1988
220,ACM SIGAda Ada Letters,1988
220,ACM SIGBIO Newsletter,1988
220,ACM SIGCHI Bulletin,1988
220,ACM SIGDA Newsletter,1988
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1988
220,ACM SIGGRAPH Computer Graphics,1988
220,ACM SIGOPS Operating Systems Review,1988
220,ACM SIGPLAN Notices,1988
220,ACM SIGSMALL/PC Notes,1988
220,ACM SIGUCCS Newsletter,1988
220,Communications of the ACM,1988
220,ACM SIGACT News,1989
220,ACM SIGAPL APL Quote Quad,1989
220,ACM SIGART Bulletin,1989
220,ACM SIGCHI Bulletin,1989
220,ACM SIGCOMM Computer Communication Review,1989
220,ACM SIGCUE Outlook,1989
220,ACM SIGDA Newsletter,1989
220,ACM SIGFORTH Newsletter,1989
220,ACM SIGGRAPH Computer Graphics,1989
220,ACM SIGMICRO Newsletter,1989
220,ACM SIGOIS Bulletin,1989
220,ACM SIGOPS Operating Systems Review,1989
220,Communications of the ACM,1989
220,ACM SIGART Bulletin,1990
220,ACM SIGCAPH Computers and the Physically Handicapped,1990
220,ACM SIGCHI Bulletin,1990
220,ACM SIGCSE Bulletin,1990
220,ACM SIGDA Newsletter,1990
220,ACM SIGFORTH Newsletter,1990
220,ACM SIGMOD Record,1990
220,ACM SIGPLAN Notices,1990
220,ACM SIGSAC Review,1990
220,ACM SIGUCCS Newsletter,1990
220,Communications of the ACM,1990
220,ACM SIGAPL APL Quote Quad,1991
220,ACM SIGARCH Computer Architecture News,1991
220,ACM SIGART Bulletin,1991
220,ACM SIGCHI Bulletin,1991
220,ACM SIGCOMM Computer Communication Review,1991
220,ACM SIGCSE Bulletin,1991
220,ACM SIGDA Newsletter,1991
220,ACM SIGFORTH Newsletter,1991
220,ACM SIGGRAPH Computer Graphics,1991
220,ACM SIGIR Forum,1991
220,ACM SIGMOD Record,1991
220,ACM SIGOIS Bulletin,1991
220,ACM SIGPLAN Notices,1991
220,ACM SIGSMALL/PC Notes,1991
220,ACM SIGSOFT Software Engineering Notes,1991
220,ACM SIGUCCS Newsletter,1991
220,Communications of the ACM,1991
220,ACM SIGACT News,1992
220,ACM SIGAPL APL Quote Quad,1992
220,ACM SIGART Bulletin,1992
220,ACM SIGBIO Newsletter,1992
220,ACM SIGCAS Computers and Society,1992
220,ACM SIGCHI Bulletin,1992
220,ACM SIGCOMM Computer Communication Review,1992
220,ACM SIGDA Newsletter,1992
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1992
220,ACM SIGFORTH Newsletter,1992
220,ACM SIGGRAPH Computer Graphics,1992
220,ACM SIGMOD Record,1992
220,ACM SIGOIS Bulletin,1992
220,ACM SIGOPS Operating Systems Review,1992
220,ACM SIGSAC Review,1992
220,ACM SIGSAM Bulletin,1992
220,ACM SIGSOFT Software Engineering Notes,1992
220,ACM SIGUCCS Newsletter,1992
220,Communications of the ACM,1992
220,ACM SIGACT News,1993
220,ACM SIGART Bulletin,1993
220,ACM SIGBIO Newsletter,1993
220,ACM SIGCHI Bulletin,1993
220,ACM SIGCSE Bulletin,1993
220,ACM SIGGRAPH Computer Graphics,1993
220,ACM SIGIR Forum,1993
220,ACM SIGMETRICS Performance Evaluation Review,1993
220,ACM SIGMOD Record,1993
220,ACM SIGOIS Bulletin,1993
220,ACM SIGOPS Operating Systems Review,1993
220,ACM SIGPLAN Notices,1993
220,ACM SIGSOFT Software Engineering Notes,1993
220,Communications of the ACM,1993
220,ACM SIGACT News,1994
220,ACM SIGAPL APL Quote Quad,1994
220,ACM SIGARCH Computer Architecture News,1994
220,ACM SIGCHI Bulletin,1994
220,ACM SIGCOMM Computer Communication Review,1994
220,ACM SIGCSE Bulletin,1994
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1994
220,ACM SIGGRAPH Computer Graphics,1994
220,ACM SIGMOD Record,1994
220,ACM SIGOIS Bulletin,1994
220,ACM SIGPLAN Lisp Pointers,1994
220,ACM SIGPLAN Notices,1994
220,ACM SIGSAM Bulletin,1994
220,ACM SIGSOFT Software Engineering Notes,1994
220,ACM SIGWEB Newsletter,1994
220,Communications of the ACM,1994
220,Crossroads,1994
220,StandardView,1994
220,interactions,1994
220,3C ON-LINE,1995
220,ACM Computing Surveys,1995
220,ACM SIGAPL APL Quote Quad,1995
220,ACM SIGARCH Computer Architecture News,1995
220,ACM SIGCAPH Computers and the Physically Handicapped,1995
220,ACM SIGCAS Computers and Society,1995
220,ACM SIGCHI Bulletin,1995
220,ACM SIGCOMM Computer Communication Review,1995
220,ACM SIGCUE Outlook,1995
220,ACM SIGGRAPH Computer Graphics,1995
220,ACM SIGIR Forum,1995
220,ACM SIGMIS Database,1995
220,ACM SIGMOD Record,1995
220,ACM SIGNUM Newsletter,1995
220,ACM SIGOIS Bulletin,1995
220,ACM SIGOPS Operating Systems Review,1995
220,ACM SIGSAC Review,1995
220,ACM SIGSIM Simulation Digest,1995
220,ACM SIGSOFT Software Engineering Notes,1995
220,ACM SIGUCCS Newsletter,1995
220,ACM SIGWEB Newsletter,1995
220,Communications of the ACM,1995
220,Crossroads,1995
220,interactions,1995
220,3C ON-LINE,1996
220,ACM SIGACT News,1996
220,ACM SIGART Bulletin,1996
220,ACM SIGCHI Bulletin,1996
220,ACM SIGCSE Bulletin,1996
220,ACM SIGGRAPH Computer Graphics,1996
220,ACM SIGICE Bulletin,1996
220,ACM SIGMIS Database,1996
220,ACM SIGMOD Record,1996
220,ACM SIGOIS Bulletin,1996
220,ACM SIGPLAN Notices,1996
220,ACM SIGPLAN OOPS Messenger,1996
220,ACM SIGSAM Bulletin,1996
220,ACM SIGSOFT Software Engineering Notes,1996
220,ACM SIGUCCS Newsletter,1996
220,ACM Transactions on Computer Systems,1996
220,ACM Transactions on Software Engineering and Methodology,1996
220,Communications of the ACM,1996
220,Crossroads,1996
220,StandardView,1996
220,interactions,1996
220,ACM Computing Surveys,1997
220,ACM SIGACT News,1997
220,ACM SIGAPL APL Quote Quad,1997
220,ACM SIGART Bulletin,1997
220,ACM SIGCAS Computers and Society,1997
220,ACM SIGCHI Bulletin,1997
220,ACM SIGCUE Outlook,1997
220,ACM SIGGRAPH Computer Graphics,1997
220,ACM SIGGROUP Bulletin,1997
220,ACM SIGICE Bulletin,1997
220,ACM SIGIR Forum,1997
220,ACM SIGMIS Database,1997
220,ACM SIGNUM Newsletter,1997
220,ACM SIGOPS Operating Systems Review,1997
220,ACM SIGPLAN Notices,1997
220,ACM SIGSAC Review,1997
220,ACM SIGSOFT Software Engineering Notes,1997
220,ACM SIGUCCS Newsletter,1997
220,ACM Transactions on Computer Systems,1997
220,Communications of the ACM,1997
220,Crossroads,1997
220,interactions,1997
220,netWorker,1997
220,ACM SIGACT News,1998
220,ACM SIGAPL APL Quote Quad,1998
220,ACM SIGBIO Newsletter,1998
220,ACM SIGCAPH Computers and the Physically Handicapped,1998
220,ACM SIGCAS Computers and Society,1998
220,ACM SIGCHI Bulletin,1998
220,ACM SIGCOMM Computer Communication Review,1998
220,ACM SIGCPR Computer Personnel,1998
220,ACM SIGCSE Bulletin,1998
220,ACM SIGDOC Asterisk Journal of Computer Documentation,1998
220,ACM SIGGRAPH Computer Graphics,1998
220,ACM SIGGROUP Bulletin,1998
220,ACM SIGMIS Database,1998
220,ACM SIGMOD Record,1998
220,ACM SIGOPS Operating Systems Review,1998
220,ACM SIGPLAN Notices,1998
220,ACM SIGSAM Bulletin,1998
220,ACM SIGSOFT Software Engineering Notes,1998
220,Communications of the ACM,1998
220,interactions,1998
220,netWorker,1998
220,ACM SIGACT News,1999
220,ACM SIGAda Ada Letters,1999
220,ACM SIGCHI Bulletin,1999
220,ACM SIGCSE Bulletin,1999
220,ACM SIGGRAPH Computer Graphics,1999
220,ACM SIGGROUP Bulletin,1999
220,ACM SIGMIS Database,1999
220,ACM SIGMOD Record,1999
220,ACM SIGOPS Operating Systems Review,1999
220,ACM SIGPLAN Notices,1999
220,ACM SIGSOFT Software Engineering Notes,1999
220,Communications of the ACM,1999
220,Crossroads,1999
220,intelligence,1999
220,interactions,1999
220,ACM Computing Surveys,2000
220,ACM SIGACT News,2000
220,ACM SIGAPL APL Quote Quad,2000
220,ACM SIGCHI Bulletin,2000
220,ACM SIGCSE Bulletin,2000
220,ACM SIGGRAPH Computer Graphics,2000
220,ACM SIGIR Forum,2000
220,ACM SIGKDD Explorations Newsletter,2000
220,ACM SIGMOBILE Mobile Computing and Communications Review,2000
220,ACM SIGMOD Record,2000
220,ACM SIGPLAN Notices,2000
220,ACM SIGSOFT Software Engineering Notes,2000
220,ACM SIGecom Exchanges,2000
220,Communications of the ACM,2000
220,Crossroads,2000
220,Ubiquity,2000
220,intelligence,2000
220,interactions,2000
220,netWorker,2000
220,ACM Journal of Computer Documentation,2001
220,ACM SIGAPL APL Quote Quad,2001
220,ACM SIGCSE Bulletin,2001
220,ACM SIGGRAPH Computer Graphics,2001
220,ACM SIGMOBILE Mobile Computing and Communications Review,2001
220,ACM SIGPLAN Notices,2001
220,ACM SIGecom Exchanges,2001
220,Communications of the ACM,2001
220,Crossroads,2001
220,Ubiquity,2001
220,eLearn,2001
220,intelligence,2001
220,interactions,2001
220,netWorker,2001
220,ACM SIGAPP Applied Computing Review,2002
220,ACM SIGCOMM Computer Communication Review,2002
220,ACM SIGCSE Bulletin,2002
220,ACM SIGGRAPH Computer Graphics,2002
220,ACM Transactions on Computational Logic,2002
220,Communications of the ACM,2002
220,Crossroads,2002
220,IEEE/ACM Transactions on Networking,2002
220,Ubiquity,2002
220,interactions,2002
220,netWorker,2002
220,ACM SIGCAS Computers and Society,2003
220,ACM SIGCHI Bulletin,2003
220,ACM SIGCSE Bulletin,2003
220,ACM SIGecom Exchanges,2003
220,Communications of the ACM,2003
220,Crossroads,2003
220,IEEE/ACM Transactions on Networking,2003
220,Journal of the ACM,2003
220,Queue,2003
220,Ubiquity,2003
220,interactions,2003
220,netWorker,2003
220,ACM SIGARCH Computer Architecture News,2004
220,ACM SIGecom Exchanges,2004
220,ACM Transactions on Embedded Computing Systems,2004
220,Communications of the ACM,2004
220,Computers in Entertainment,2004
220,Queue,2004
220,Ubiquity,2004
220,eLearn,2004
220,interactions,2004
220,netWorker,2004
220,ACM SIGACT News,2005
220,ACM SIGARCH Computer Architecture News,2005
220,ACM SIGCOMM Computer Communication Review,2005
220,ACM SIGCSE Bulletin,2005
220,ACM SIGGRAPH Computer Graphics,2005
220,ACM SIGIR Forum,2005
220,ACM SIGMIS Database,2005
220,ACM SIGMOBILE Mobile Computing and Communications Review,2005
220,ACM SIGMOD Record,2005
220,ACM SIGPLAN Notices,2005
220,ACM SIGSAM Bulletin,2005
220,ACM SIGSOFT Software Engineering Notes,2005
220,ACM SIGecom Exchanges,2005
220,ACM Transactions on Algorithms,2005
220,ACM Transactions on Applied Perception,2005
220,ACM Transactions on Architecture and Code Optimization,2005
220,ACM Transactions on Computational Logic,2005
220,ACM Transactions on Information and System Security,2005
220,"ACM Transactions on Multimedia Computing, Communications, and Applications",2005
220,ACM Transactions on Sensor Networks,2005
220,ACM Transactions on Software Engineering and Methodology,2005
220,ACM Transactions on Storage,2005
220,Communications of the ACM,2005
220,Computers in Entertainment,2005
220,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2005
220,Journal on Educational Resources in Computing,2005
220,Queue,2005
220,Ubiquity,2005
220,interactions,2005
220,netWorker,2005
220,ACM Communications in Computer Algebra,2006
220,ACM SIGACCESS Accessibility and Computing,2006
220,ACM SIGACT News,2006
220,ACM SIGARCH Computer Architecture News,2006
220,ACM SIGBED Review,2006
220,ACM SIGCOMM Computer Communication Review,2006
220,ACM SIGCSE Bulletin,2006
220,ACM SIGGRAPH Computer Graphics,2006
220,ACM SIGMETRICS Performance Evaluation Review,2006
220,ACM SIGMIS Database,2006
220,ACM SIGMOBILE Mobile Computing and Communications Review,2006
220,ACM SIGMOD Record,2006
220,ACM SIGPLAN Notices,2006
220,ACM SIGSOFT Software Engineering Notes,2006
220,ACM Transactions on Applied Perception,2006
220,ACM Transactions on Autonomous and Adaptive Systems,2006
220,ACM Transactions on Embedded Computing Systems,2006
220,Communications of the ACM,2006
220,Computers in Entertainment,2006
220,Crossroads,2006
220,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2006
220,Queue,2006
220,Ubiquity,2006
220,interactions,2006
220,netWorker,2006
220,ACM SIGACCESS Accessibility and Computing,2007
220,ACM SIGACT News,2007
220,ACM SIGARCH Computer Architecture News,2007
220,ACM SIGCOMM Computer Communication Review,2007
220,ACM SIGCSE Bulletin,2007
220,ACM SIGEVOlution,2007
220,ACM SIGGRAPH Computer Graphics,2007
220,ACM SIGIR Forum,2007
220,ACM SIGKDD Explorations Newsletter,2007
220,ACM SIGMIS Database,2007
220,ACM SIGMOD Record,2007
220,ACM SIGOPS Operating Systems Review,2007
220,ACM SIGPLAN Fortran Forum,2007
220,ACM SIGPLAN Notices,2007
220,ACM SIGSOFT Software Engineering Notes,2007
220,ACM SIGWEB Newsletter,2007
220,ACM Transactions on Algorithms,2007
220,ACM Transactions on Applied Perception,2007
220,ACM Transactions on Embedded Computing Systems,2007
220,ACM Transactions on Programming Languages and Systems,2007
220,Communications of the ACM,2007
220,Computers in Entertainment,2007
220,Crossroads,2007
220,IEEE/ACM Transactions on Networking,2007
220,Queue,2007
220,Ubiquity,2007
220,eLearn,2007
220,interactions,2007
220,netWorker,2007
220,ACM Journal on Emerging Technologies in Computing Systems,2008
220,ACM SIGACT News,2008
220,ACM SIGCAS Computers and Society,2008
220,ACM SIGCOMM Computer Communication Review,2008
220,ACM SIGCSE Bulletin,2008
220,ACM SIGGRAPH Computer Graphics,2008
220,ACM SIGKDD Explorations Newsletter,2008
220,ACM SIGMIS Database,2008
220,ACM SIGMOD Record,2008
220,ACM SIGOPS Operating Systems Review,2008
220,ACM SIGPLAN Notices,2008
220,ACM SIGSOFT Software Engineering Notes,2008
220,ACM SIGWEB Newsletter,2008
220,ACM Transactions on Architecture and Code Optimization,2008
220,ACM Transactions on Embedded Computing Systems,2008
220,ACM Transactions on Information and System Security,2008
220,Communications of the ACM,2008
220,Computers in Entertainment,2008
220,IEEE/ACM Transactions on Networking,2008
220,Journal on Computing and Cultural Heritage,2008
220,Journal on Educational Resources in Computing,2008
220,Queue,2008
220,Ubiquity,2008
220,interactions,2008
220,netWorker,2008
220,ACM SIGACT News,2009
220,ACM SIGAda Ada Letters,2009
220,ACM SIGCAS Computers and Society,2009
220,ACM SIGCOMM Computer Communication Review,2009
220,ACM SIGCSE Bulletin,2009
220,ACM SIGGRAPH Computer Graphics,2009
220,ACM SIGIR Forum,2009
220,ACM SIGMIS Database,2009
220,ACM SIGMOD Record,2009
220,ACM SIGOPS Operating Systems Review,2009
220,ACM SIGPLAN Fortran Forum,2009
220,ACM SIGSOFT Software Engineering Notes,2009
220,ACM SIGWEB Newsletter,2009
220,ACM SIGecom Exchanges,2009
220,ACM Transactions on Accessible Computing,2009
220,ACM Transactions on Applied Perception,2009
220,Communications of the ACM,2009
220,Computers in Entertainment,2009
220,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2009
220,Journal of Data and Information Quality,2009
220,Queue,2009
220,Ubiquity,2009
220,eLearn,2009
220,interactions,2009
220,netWorker,2009
220,ACM SIGACCESS Accessibility and Computing,2010
220,ACM SIGCAS Computers and Society,2010
220,ACM SIGCOMM Computer Communication Review,2010
220,ACM SIGCSE Bulletin,2010
220,ACM SIGOPS Operating Systems Review,2010
220,ACM SIGPLAN Notices,2010
220,ACM SIGSOFT Software Engineering Notes,2010
220,ACM SIGecom Exchanges,2010
220,"ACM Transactions on Multimedia Computing, Communications, and Applications",2010
220,Communications of the ACM,2010
220,Crossroads,2010
220,Queue,2010
220,SIGSPATIAL Special,2010
220,Ubiquity,2010
220,"XRDS: Crossroads, The ACM Magazine for Students",2010
220,eLearn,2010
220,interactions,2010
220,ACM Communications in Computer Algebra,2011
220,ACM Inroads,2011
220,ACM SIGACT News,2011
220,ACM SIGARCH Computer Architecture News,2011
220,ACM SIGAda Ada Letters,2011
220,ACM SIGCOMM Computer Communication Review,2011
220,ACM SIGCSE Bulletin,2011
220,ACM SIGGRAPH Computer Graphics,2011
220,ACM SIGHIT Record,2011
220,ACM SIGIR Forum,2011
220,ACM SIGKDD Explorations Newsletter,2011
220,ACM SIGMOBILE Mobile Computing and Communications Review,2011
220,ACM SIGMOD Record,2011
220,ACM SIGSOFT Software Engineering Notes,2011
220,ACM SIGWEB Newsletter,2011
220,ACM SIGecom Exchanges,2011
220,Communications of the ACM,2011
220,Computers in Entertainment,2011
220,Journal of Data and Information Quality,2011
220,Journal of the ACM,2011
220,Queue,2011
220,SIGSPATIAL Special,2011
220,Ubiquity,2011
220,"XRDS: Crossroads, The ACM Magazine for Students",2011
220,eLearn,2011
220,interactions,2011
221,eLearn,0
221,Journal of the ACM,1954
221,Journal of the ACM,1956
221,Communications of the ACM,1961
221,Communications of the ACM,1964
221,Communications of the ACM,1965
221,Communications of the ACM,1969
221,ACM SIGPLAN Notices,1971
221,ACM SIGACT News,1972
221,ACM SIGGRAPH Computer Graphics,1972
221,ACM SIGPLAN Notices,1972
221,ACM Computing Surveys,1973
221,ACM SIGARCH Computer Architecture News,1973
221,ACM SIGCSE Bulletin,1973
221,ACM SIGPLAN Notices,1973
221,ACM SIGCSE Bulletin,1974
221,ACM SIGMETRICS Performance Evaluation Review,1974
221,ACM SIGCSE Bulletin,1975
221,ACM SIGOPS Operating Systems Review,1975
221,ACM SIGPLAN Notices,1975
221,ACM Computing Surveys,1976
221,ACM SIGARCH Computer Architecture News,1976
221,ACM SIGCSE Bulletin,1976
221,ACM SIGCUE Outlook,1976
221,ACM SIGGRAPH Computer Graphics,1976
221,ACM SIGPLAN Notices,1976
221,ACM SIGSIM Simulation Digest,1976
221,ACM SIGARCH Computer Architecture News,1977
221,ACM SIGCSE Bulletin,1977
221,ACM SIGIR Forum,1977
221,ACM SIGMOD Record,1977
221,ACM Computing Surveys,1978
221,ACM SIGCSE Bulletin,1978
221,ACM SIGIR Forum,1978
221,ACM SIGMETRICS Performance Evaluation Review,1978
221,ACM SIGMINI Newsletter,1978
221,ACM SIGNUM Newsletter,1978
221,ACM SIGSOFT Software Engineering Notes,1978
221,Communications of the ACM,1978
221,ACM Computing Surveys,1979
221,ACM SIGAPL APL Quote Quad,1979
